콘텐츠명,판매채널콘텐츠ID,콘텐츠ID,판매채널명,콘텐츠형태,지급정산상태,승인상태,지급정산마스터ID,지급정산상세ID,통합계약ID,지급정산마스터_등록일자
EPL-프리미어 리그,896213,111145,미소설,소설,운영중,승인,1076920,1069711,85336,2026-04-22T08:54:15
EPL-프리미어 리그,896212,111145,문피아(후원금 정산),소설,운영중,승인,1076919,1069710,85336,2026-04-22T08:54:15
EPL-프리미어 리그,189677,111145,문피아,소설,운영중,승인,1076918,1069709,85336,2026-04-22T08:54:15
EPL-프리미어 리그,896211,111145,무툰(소설 서비스),소설,운영중,승인,1076917,1069708,85336,2026-04-22T08:54:15
EPL-프리미어 리그,896210,111145,무툰 큐툰(웹툰),소설,운영중,승인,1076916,1069707,85336,2026-04-22T08:54:15
EPL-프리미어 리그,896209,111145,모픽(mofic),소설,운영중,승인,1076915,1069706,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896208,111145,마나부(웹툰),소설,운영중,승인,1076914,1069705,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896207,111145,마나부(스튜디오M),소설,운영중,승인,1076913,1069704,85336,2026-04-22T08:54:14
EPL-프리미어 리그,673556,111145,리디북스(이벤트),소설,운영중,승인,1076912,1069703,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896206,111145,리디북스(웹툰),소설,운영중,승인,1076911,1069702,85336,2026-04-22T08:54:14
EPL-프리미어 리그,189675,111145,리디북스(소설),소설,운영중,승인,1076910,1069701,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896205,111145,로망띠끄,소설,운영중,승인,1076909,1069700,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896204,111145,레드아이스,소설,운영중,승인,1076908,1069699,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896203,111145,라프텔,소설,운영중,승인,1076907,1069698,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896202,111145,누온,소설,운영중,승인,1076906,1069697,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896201,111145,노벨피아 (소설),소설,운영중,승인,1076905,1069696,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896200,111145,굿툰(만화),소설,운영중,승인,1076904,1069695,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896199,111145,국립장애인도서관,소설,운영중,승인,1076903,1069694,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896198,111145,국내 유통-카카오 이모티콘,소설,운영중,승인,1076902,1069693,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896197,111145,구루컴퍼니,소설,운영중,승인,1076901,1069692,85336,2026-04-22T08:54:14
EPL-프리미어 리그,189671,111145,구글(소설),소설,운영중,승인,1076900,1069691,85336,2026-04-22T08:54:14
EPL-프리미어 리그,673549,111145,교보문고(톡소다),소설,운영중,승인,1076899,1069690,85336,2026-04-22T08:54:14
EPL-프리미어 리그,896196,111145,교보문고(웹툰),소설,운영중,승인,1076898,1069689,85336,2026-04-22T08:54:14
EPL-프리미어 리그,673555,111145,교보문고(소설),소설,운영중,승인,1076897,1069688,85336,2026-04-22T08:54:14
심해신담: 능욕당하는 용왕(외부유통),896028,327740,카카오페이지(창작지원금),소설,운영중,미승인,1076681,1069472,85323,2026-04-21T13:46:10
심해신담: 능욕당하는 용왕(외부유통),896027,327740,교보문고(톡소다),소설,운영중,미승인,1076680,1069471,85323,2026-04-21T13:46:10
심해신담: 능욕당하는 용왕(외부유통),896026,327740,Yes24(웹툰),소설,운영중,미승인,1076679,1069470,85323,2026-04-21T13:46:10
심해신담: 능욕당하는 용왕(외부유통),896025,327740,Yes24(시프트북스),소설,운영중,미승인,1076678,1069469,85323,2026-04-21T13:46:10
심해신담: 능욕당하는 용왕(외부유통),896024,327740,Yes24(서점),소설,운영중,미승인,1076677,1069468,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896023,327740,OPMS,소설,운영중,미승인,1076676,1069467,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896022,327740,EDITIO,소설,운영중,미승인,1076675,1069466,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896021,327740,한아름(P000003716),소설,운영중,미승인,1076674,1069465,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896020,327740,한국이퍼브,소설,운영중,미승인,1076673,1069464,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896019,327740,피플앤스토리 (P2P 웹소설 서비스),소설,운영중,미승인,1076672,1069463,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896018,327740,피너툰,소설,운영중,미승인,1076671,1069462,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896017,327740,포스타입,소설,운영중,미승인,1076670,1069461,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896016,327740,판무림,소설,운영중,미승인,1076669,1069460,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896015,327740,투믹스,소설,운영중,미승인,1076668,1069459,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896014,327740,토스(소설),소설,운영중,미승인,1076667,1069458,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896013,327740,탑툰,소설,운영중,미승인,1076666,1069457,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896012,327740,키움증권,소설,운영중,미승인,1076665,1069456,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896011,327740,큐툰(소설 서비스),소설,운영중,미승인,1076664,1069455,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896010,327740,코미코(NHN comico),소설,운영중,미승인,1076663,1069454,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896009,327740,코미코(NHN comico Corp),소설,운영중,미승인,1076662,1069453,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896008,327740,코미코_일반결제,소설,운영중,미승인,1076661,1069452,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896007,327740,코미코_인앱결제,소설,운영중,미승인,1076660,1069451,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896006,327740,카카오페이지(소설),소설,운영중,미승인,1076659,1069450,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896005,327740,카카오웹툰(한국),소설,운영중,미승인,1076658,1069449,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896004,327740,조아라(소설),소설,운영중,미승인,1076657,1069448,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896003,327740,제로플롯,소설,운영중,미승인,1076656,1069447,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896002,327740,인터파크,소설,운영중,미승인,1076655,1069446,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896001,327740,유페이퍼,소설,운영중,미승인,1076654,1069445,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),896000,327740,윌라(전자책),소설,운영중,미승인,1076653,1069444,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),895999,327740,웹소설 하이북,소설,운영중,미승인,1076652,1069443,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),895998,327740,원스토어(소설),소설,운영중,미승인,1076651,1069442,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),895997,327740,올툰(소설),소설,운영중,미승인,1076650,1069441,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),895996,327740,올툰,소설,운영중,미승인,1076649,1069440,85323,2026-04-21T13:46:09
심해신담: 능욕당하는 용왕(외부유통),895995,327740,예원북스(북팔),소설,운영중,미승인,1076648,1069439,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895994,327740,엠유네트웍스,소설,운영중,미승인,1076647,1069438,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895993,327740,에피루스 이북클럽(B2C),소설,운영중,미승인,1076646,1069437,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895992,327740,에이블리(소설),소설,운영중,미승인,1076645,1069436,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895991,327740,알라딘(소설)(1068659313),소설,운영중,미승인,1076644,1069435,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895990,327740,쏘울픽쳐스,소설,운영중,미승인,1076643,1069434,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895989,327740,신영미디어,소설,운영중,미승인,1076642,1069433,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895988,327740,스토린랩(원스토어),소설,운영중,미승인,1076641,1069432,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895987,327740,스토리위즈,소설,운영중,미승인,1076640,1069431,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895986,327740,스타로,소설,운영중,미승인,1076639,1069430,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895985,327740,스낵북(알에스),소설,운영중,미승인,1076638,1069429,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895984,327740,블라이스_일반결제,소설,운영중,미승인,1076637,1069428,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895983,327740,블라이스_인앱결제,소설,운영중,미승인,1076636,1069427,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895982,327740,블라이스 셀렉트,소설,운영중,미승인,1076635,1069426,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895981,327740,북팔(소설),소설,운영중,미승인,1076634,1069425,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895980,327740,북큐브(소설),소설,운영중,미승인,1076633,1069424,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895979,327740,부커스,소설,운영중,미승인,1076632,1069423,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895978,327740,보인,소설,운영중,미승인,1076631,1069422,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895977,327740,버프툰_일반,소설,운영중,미승인,1076630,1069421,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895976,327740,버프툰_독점,소설,운영중,미승인,1076629,1069420,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895975,327740,밀리의 서재,소설,운영중,미승인,1076628,1069419,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895974,327740,미툰앤노벨,소설,운영중,미승인,1076627,1069418,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895973,327740,미스터블루(소설),소설,운영중,미승인,1076626,1069417,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895972,327740,미소설,소설,운영중,미승인,1076625,1069416,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895971,327740,문피아,소설,운영중,미승인,1076624,1069415,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895970,327740,무툰(소설 서비스),소설,운영중,미승인,1076623,1069414,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895969,327740,모픽(mofic),소설,운영중,미승인,1076622,1069413,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895968,327740,리디북스(이벤트),소설,운영중,미승인,1076621,1069412,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895967,327740,리디북스(소설),소설,운영중,미승인,1076620,1069411,85323,2026-04-21T13:46:08
심해신담: 능욕당하는 용왕(외부유통),895966,327740,로망띠끄,소설,운영중,미승인,1076619,1069410,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895965,327740,레드아이스,소설,운영중,미승인,1076618,1069409,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895964,327740,라프텔,소설,운영중,미승인,1076617,1069408,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895963,327740,누온,소설,운영중,미승인,1076616,1069407,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895962,327740,노벨피아 (소설),소설,운영중,미승인,1076615,1069406,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895961,327740,네이버_장르(광고수익),소설,운영중,미승인,1076614,1069405,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895960,327740,네이버_장르,소설,운영중,미승인,1076613,1069404,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895959,327740,네이버_일반,소설,운영중,미승인,1076612,1069403,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895958,327740,네이버_연재(광고수익),소설,운영중,미승인,1076611,1069402,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895957,327740,네이버_연재,소설,운영중,미승인,1076610,1069401,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895956,327740,국립장애인도서관,소설,운영중,미승인,1076609,1069400,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895955,327740,구루컴퍼니,소설,운영중,미승인,1076608,1069399,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895954,327740,구글(소설),소설,운영중,미승인,1076607,1069398,85323,2026-04-21T13:46:07
심해신담: 능욕당하는 용왕(외부유통),895953,327740,교보문고(소설),소설,운영중,미승인,1076606,1069397,85323,2026-04-21T13:46:07
무효한 결속(외부 유통),895952,327739,교보문고(소설),소설,운영중,미승인,1076605,1069396,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895951,327739,Yes24(웹툰),소설,운영중,미승인,1076604,1069395,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895950,327739,Yes24(시프트북스),소설,운영중,미승인,1076603,1069394,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895949,327739,Yes24(서점),소설,운영중,미승인,1076602,1069393,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895948,327739,OPMS,소설,운영중,미승인,1076601,1069392,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895947,327739,EDITIO,소설,운영중,미승인,1076600,1069391,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895946,327739,한아름(P000003716),소설,운영중,미승인,1076599,1069390,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895945,327739,한국이퍼브,소설,운영중,미승인,1076598,1069389,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895944,327739,피플앤스토리 (P2P 웹소설 서비스),소설,운영중,미승인,1076597,1069388,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895943,327739,피너툰,소설,운영중,미승인,1076596,1069387,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895942,327739,포스타입,소설,운영중,미승인,1076595,1069386,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895941,327739,판무림,소설,운영중,미승인,1076594,1069385,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895940,327739,투믹스,소설,운영중,미승인,1076593,1069384,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895939,327739,토스(소설),소설,운영중,미승인,1076592,1069383,85322,2026-04-21T13:40:13
무효한 결속(외부 유통),895938,327739,탑툰,소설,운영중,미승인,1076591,1069382,85322,2026-04-21T13:40:12
무효한 결속(외부 유통),895937,327739,키움증권,소설,운영중,미승인,1076590,1069381,85322,2026-04-21T13:40:12
무효한 결속(외부 유통),895936,327739,큐툰(소설 서비스),소설,운영중,미승인,1076589,1069380,85322,2026-04-21T13:40:12
무효한 결속(외부 유통),895935,327739,코미코(NHN comico),소설,운영중,미승인,1076588,1069379,85322,2026-04-21T13:40:12
무효한 결속(외부 유통),895934,327739,코미코(NHN comico Corp),소설,운영중,미승인,1076587,1069378,85322,2026-04-21T13:40:12
